moviename	movieid
A Date with Murder (Murder Dot Com)	856
A Date with Shahrukh	857
A Day at the Beach	858
A Day at the Races	999
A Day in Black &amp; White	1000
A Day in the Country (1936)	1001
A Day in the Death of Joe Egg	1002
A Day in the Life	859
A Day in the Life of Joe Redwood	1003
A Day in the Life of Macy Gray	860
A Day in the Life: 5 Women Who Climb	861
A Day Out	1004
A Day With My Son	862
A Day with the Meatball	1005
A Day Without a Mexican	1006
A Day&#039;s Pleasure (A Ford Story)	863
A Dead Calling	1007
A Death in the Family	1008
A Decade Under the Influence	864
A Decent Proposal	865
A Dedicated Life	866
A Delicate Balance	867
A Dennis the Menace Christmas	868
à Deriva (Adrift)	1009
A Die Flambierte Frau (A Woman in Flames)	869
A Different Kind of Christmas, (Santa &amp; Me)	1010
A Different Story	870
A Difficult Woman	1011
A Dinner of Herbs	871
A Dios Momo	1012
A Dirty Little Business	872
A Dirty Shame	1013
A Dirty Story (Une Sale Histoire)	1014
A Distant Thunder	873
A Diva&#039;s Christmas Carol	1015
A Dog of Flanders	1016
A Dog Year	874
A Dog&#039;s Breakfast	1017
A Dog&#039;s Life	1018
A Dog&#039;s Life: A Dogamentary	1019
A Doll in the Dark	875
A Doll&#039;s House	876
A Dona da História	1020
A Double Life	877
à double tour (Web of Passion) (Leda)	878
A Dream of Red Mansions	1021
A Drop of Life	879
A Drowning Man	1022
A Dry White Season	880
A Eine Liebe in Deutschland (A Love in Germany)	1023
A esli eto lyubov? (But What If This Is Love?) (If This Be Love)	1024
A Face in the Crowd	1025
A Face in the Fog	881
A Face to Die For (The Face)	882
A Family Affair	1026
A Family Affair (Skidding) (Stand Accused)	1027
A Family Circus Christmas	1028
A Family Lost	883
A Family of Strangers	884
A Family Thing	1029
A Family Underground	885
A Fantasy Garden Ballet Class	1030
A Fantasy of Passion (Como tú me has deseado)	886
A Far Off Place	887
A Fare to Remember	888
A Farewell to Arms	1031
A Father for Brittany (A Change of Heart)	889
A Father&#039;s Music (Nach der Musik)	1032
A Father&#039;s Revenge	890
A Feast at Midnight	891
A Feast of Flesh	892
A Festa de Margarette, (Margarette&#039;s Feast)	1033
A Few Days in September (Quelques jours en septembre)	1034
A Few Days Later... (Chand rooz ba&#039;d...)	1035
A Few Good Men	893
A Few Hours Of Sunlight	1036
A Few Kilos of Dates for a Funeral	1161
A Film by Aravind	894
A Film for the Few: Making &#039;Battle of Britain&#039;	895
A Film Johnnie (Charlie the Actor)	1162
A Film Like any Other (Un film comme les autres)	1163
A Film with Me in It	1164
A Fine Madness	1165
A Fine Mess	896
A Finished Life: A Goodbye &amp; No Regrets Tour	897
A Fire in the Sky	898
A First Quarter	899
A Fish Called Wanda	1166
A Fish in the Bathtub	1167
A Fish Tale	900
A Fishy Story	901
A Fistful of Dollars (Per un Pugno di Dollari)	66645
A Fistful of Dynamite (Duck, You Sucker) (Giù la testa)	902
A Fistful of Fingers	903
A Fistful of Hell	904
A Fistful of Yen	905
A Fit of Rage	906
A Flash Of Green	1168
A Flintstone Christmas	1169
A Flintstones Christmas Carol	1170
A Flintstones Family Christmas	907
A Florida Enchantment	908
A Fool There Was	909
A force de reves	910
A Force of One	1171
A Foreign Affair	911
A Foreign Affair (1948)	912
A Foreign Field	1172
A Forest with No Name	1173
A fost sau n-a fost?, (12:08 East of Bucharest)	1174
A Four Letter Word	913
A Free Soul	1175
A Friday Night Date (Road Rage)	1176
A Friend Indeed - The Bill Sackter Story	914
A Friend to Die For (Death of a Cheerleader)	1177
A Friend&#039;s Betrayal (Stolen Youth)	915
A Friendship in Vienna	916
A Fu (A Fighter&#039;s Blues)	1178
A Funny Thing Happened on the Way to the Forum	917
A Funny Thing Happened on the Way to the Moon	918
A Galaxy Far, Far Away	919
A Game for Vultures	920
A Gathering of Old Men (Murder on the Bayou)	1179
A Gentleman&#039;s Game	1180
A Get2Gether	1181
A Ghost of a Chance	1182
A Gift for Heidi	1183
A Gift of Love: The Daniel Huffman Story	921
A Girl in Every Port	1184
A Girl Is a Girl	922
A Girl Is a Gun (Une aventure de Billy le Kid)	1185
A Girl Like Me: The Gwen Araujo Story	1037
A Girl of the Limberlost	1038
A Girl Thing	1039
A Girl&#039;s Surf Addiction	1186
A Girl&#039;s Tear (O Lacrima de fata)	1187
A Girl, 3 Guys and a Gun	1040
A Glass and a Cigarette	1188
A Glimpse of Hell	1041
A Global Affair	1189
A Gnome Named Gnorm (Upworld)	1190
A Goat&#039;s Tail	1042
A Good Baby	1191
A Good Day to Be Black &amp; Sexy	1192
A Good Day to be Black and Sexy	1043
A Good Day To Die (Children of the Dust)	1044
A Good Death Beats a Dull Life	1045
A Good Dissonance Like a Man	1193
A Good Lawyer&#039;s Wife (Baramnan Gajok)	1046
A Good Man in Africa	1047
A Good Man Is Hard to Find	1194
A Good Marriage	1048
A Good Night to Die	1195
A Good Old Fashioned Orgy	1196
A Good Woman	1197
A Good Year	1049
A Goofy Movie	1050
A Gothic Tale	1051
A Grand Day Out With Wallace and Gromit	1052
A Grande Família - O Filme	1053
A Grandpa for Christmas	1054
A Grave Debt	1055
A Grave Waiting	1198
A Great and Terrible Beauty	1056
A Great Day in Harlem	1057
A Great Wall (Beijing Story)	1199
A Green Chariot (Merkava Yerukva)	1200
A Guerra dos Rocha	1058
A Guest of Life	1059
A Guide for the Married Man	1201
A Guide to Recognizing Your Saints	1060
A Gun, A Car, A Blonde	1202
A Gunfight	1203
A Gunfighter&#039;s Pledge	1204
A Guy Named Joe	1205
A Guy Thing	1206
A Halfway House Christmas	1207
A Handful of Dust	1061
A Happy Death	1208
A Hard Day&#039;s Night	1209
A Harlot&#039;s Progress	1062
A Hatful of Rain	1063
A Haunting in Connecticut	1064
A Haunting in Georgia	1065
A Hazard of Hearts	1066
A Hearty Response	1067
A Hebrew Lesson (Ha&#039;Ulpan)	1210
A Hero Ain&#039;t Nothin&#039; But a Sandwich	1211
A Hero Never Dies	1068
A Hero of Our Times (Un Eroe dei nostri tempi)	1212
A Hero... in Rome (Enas iroas... sti Romi)	1213
A High Wind in Jamaica	1214
A Hill in Korea (Hell in Korea)	1215
A History of Britain	1216
A History of DJ Krush	1069
A History of Postwar Japan as Told by a Bar Hostess	1217
A History of Violence	1070
A Hobo&#039;s Christmas	1071
A Hole in My Heart (Ett Hal i mitt hjarta)	1072
A Hole in One	1218
A Hole in the Head	1219
A Hole In The Soul	1220
A Holiday Romance (A Song for the Season)	1073
A Holiday to Remember	1074
A Hollywood Christmas	1221
A Home at the End of the World	1075
A Home of Our Own	1076
A Hora da Estrela (Hour of the Star)	1077
A Horse for Danny	1078
A House Built on Water (Khanei ruye ab)	1222
A House of Mad Souls	1223
A Housewife Named Brandi	1224
A Huey P. Newton Story	1079
A Hunting Drama	1225
A Husband, a Wife and a Lover  (A Strange Affair)	1226
A Japanese Idyll	1227
A Jersey Christmas	1228
A Jersey Tale	1229
A Jihad for Love	1230
A Jitney Elopement, (Charlie&#039;s Elopement), (Married in Haste )	1231
A Jolly Bad Fellow	1080
A Journey Home	1081
A Journey of Dmitry Shostakovich	1232
A Kid Called Danger	1233
A Kid for Two Farthings	1234
A Kid for Two Farthings (1955)	1235
A Kid in Aladdin&#039;s Palace	1236
A Kid in King Arthur&#039;s Court	1237
A Killer Among Friends (Friends to the End)	1238
A Killer Upstairs	1082
A Killer Within	1083
A Killing in a Small Town	1084
A Killing Spring	1239
A Kind of Loving	1240
A King and His Movie	1241
A King in New York	1085
A Kiss at Midnight	1086
A Kiss Before Dying	1087
A Kiss So Deadly	1242
A Knight in Camelot	1243
A Knight&#039;s Tale	1088
à l&#039;Attaque! (Charge!)	1244
A l&#039;aventure	1089
à l&#039;intérieur (Inside)	1245
A l&#039;Ouest de Pluton	1090
A La Mode	1091
à la petite semaine (Nickel and Dime)	1246
à la Place du Coeur (Where the Heart Is)	1247
A Labrynth of Time	1248
A Lady Takes a Chance	1092
A Land Out of Time	1093
A Lang de gu shi (All About Ah-Long)	1249
A Last Note	1250
A Lawless Street	1094
A Lawrence Welk Family Christmas	1095
A Lawyer Walks into a Bar...	1096
A League of Ordinary Gentlemen	1251
A League of Their Own	1097
A Lesson Before Dying	1098
A Lesson in Crime?	1252
A Lesson of Belarussian (Lekcja bialoruskiego)	1099
A Letter for Evie	1253
A Letter from Death Row	1254
A Letter From Greenpoint	1100
A Letter to Brezhnev	1101
A Letter to the Prime Minister	1255
A Letter to Three Wives	1256
A Letter To True	1257
A Life Apart - Hasidism in America	1102
A Life for the Tsar	1258
A Life in the Balance	1259
A Life in the Death of Joe Meek	1103
A Life Interrupted	1104
A Life Less Ordinary	1260
A Life of Her Own	1105
A Life of Ninja	1106
A Life Without Pain	1261
A Light in the Darkness	1262
A Light in the Forest	1263
A Line in the Sand	1107
A Lion in the House	1108
A Little Bit of Freedom	1109
A Little Bit Of Soul	1264
A Little Help	1265
A Little Inside	1266
A Little Night Music	1267
A Little Piece of Heaven	1268
A Little Princess	1110
A Little Romance	1269
A Little Sex	1270
A Little Snow Fairy Sugar: Special	1271
A Little Thing Called Murder	1272
A Little Trip to Heaven	1111
A Lizard in a Woman&#039;s Skin (Una Lucertola con la pelle di donna)	1273
A Lobster Tale	1274
A Londoni Férfi (The Man From London)	1275
A Lonely Woman (Kobieta Samotna)	1276
A Long Way Home	1277
A Long Weekend in Pest and Buda	1278
A los Cuatro Vientos	1279
A Loss Is To Be Expected (Mit Verlust ist zu rechnen)	1112
A Lost Year	1280
A Lot Like Love	1113
A Lousy Ten Grand	1114
A Love (Sarang)	1281
A Love Affair: The Eleanor and Lou Gehrig Story	1282
A Love Divided	1283
A Love During the War	1115
A Love Song for Bobby Long	1284
A Love Story	1285
A Love Story (Eine Liebesgeschichte)	1286
A Love to Hide (Un amour a taire)	1116
A Love to Keep (Electroshock)	1287
A Lover&#039;s Revenge	1288
A Loving Father	1289
A Low Down Dirty Shame	1290
A Lucky Day	1291
A Lust to Kill	1117
A Magical Cartoon Christmas	1118
A Major Inconvenience	1119
A Majority of One	1292
A Man Alone	1120
A Man And A Woman, 20 Years Later (Un homme et une femme, 20 ans déjà)	1293
A Man Apart	1121
A Man Betrayed	1122
A Man Betrayed (Citadel of Crime) (Wheel of Fortune)	1123
A Man Called Adam	1294
A Man Called Hero (Zhong hua ying xiong)	1295
A Man Called Horse	1296
A Man Called Magnum	1297
A Man Called Peter	1124
A Man Called Sarge	1298
A Man Called Sledge	1299
A Man Could Get Killed (Welcome, Mr. Beddoes)	1125
A Man for All Seasons	1300
A Man in a Dream (Un Homme qui dort)	1301
A Man in Our House	1126
A Man Named Pearl	1302
A Man of No Importance	1303
A Man of Success	1127
A Man There Was (Terje Vigen)	1304
A Man There Was (Terje Vigen) (1917)	1305
A Man to Remember	1128
A Man to Remember (1938)	1306
A Man You Don&#039;t Meet Every Day	1307
A Man&#039;s Gotta Do	1308
A Man&#039;s Job (Mardon Wali Baat)	1129
A Man, a Plan, a Canal, Panama: Nova	1130
A Man, a Woman, and a Bank	1131
A Map of the World	1309
A Máquina	1310
A Marriage of Convenience (Un mariage de convenance)	1132
A Married Man	1311
A Massacre Foretold	1312
A Matter Of Degrees	1133
A Matter of Honor	1134
A Matter of Life and Death (Stairway to Heaven)	1135
A Matter of Principle	1136
A Matter of Sex	1137
A Matter of Size	1138
A Matter of Taste	1139
A Matter of Time (Nina)	1313
A Medal for Benny	1140
à Meia-Noite Levarei Sua Alma (At Midnight I&#039;ll Take Your Soul)	1141
A Merry Little Christmas	1314
A Merry War (Keep the Aspidistra Flying)	1315
A Message to Garcia	1142
A Message to Garcia (1936)	1316
A Mexican Bunuel	1143
A Miami Tail	1144
A Midnight Clear	1317
A Midsummer Night&#039;s Dream	1145
A Midsummer Night&#039;s Rewrite	1318
A Midsummer Night&#039;s Sex Comedy	1146
A Midsummernight&#039;s Sex Comedy	1319
A Midwinter Night&#039;s Dream (San zimske noci)	1320
A Mighty Heart	1321
A Mighty Wind	1322
A Miniszter félrelép (Out of Order)	1323
A Minute to Pray, a Second to Die	1147
A Miser Brothers&#039; Christmas	1148
A Mission to Kill	1149
A Mock Time: A Star Trek Wedding	1150
A Model Employee	1324
A Modern Affair	1325
A Modern Musketeer	1326
A Modern Twain Story: The Prince and the Pauper	1327
A Mom for Christmas	1151
A Moment in June	1328
A Moment in Time: Conversations with Legendary Women: First Ladies / First Victories	1152
A Month by the Lake	1153
A Month in the Country	1154
A Month of Sundays	1329
A Moon for the Misbegotten	1330
A Morning Sun	1331
A Most Deadly Family	1155
A Mother&#039;s Courage: The Mary Thomas Story	1156
A Mother&#039;s Fight for Justice	1157
A Mother&#039;s Prayer	1158
A Movie	1332
A Movie Star	1159
A Muddy Romance (A Mud Bath)(Muddled in Mud)	1333
A Mulher de Todos (The Woman of Everyone)	1160
A Mulher do meu Amigo	1334
A Mulher Invisível	1392
A Muppet Family Christmas	1335
A Murder of Crows	1336
A Murder of Quality	1393
A Murderous Affair	1394
A Musical Christmas From the Vatican	1337
A Musical Journey: Scotland: A Musical Tour of the Country&#039;s Past and Present	1395
A Muslim Childhood (El Ayel)	1396
A Name for Evil (The Grove) (The Face of Evil)	1397
A Nameless Band (Orkestar bez ime)	1398
A Near Death Experience (Voices)	1399
A New Day in Old Sana&#039;a	1400
A New Kind of Hero	1401
A New Kind of Love	1338
A New Leaf	1402
A New Life	1403
A New Wave	1404
A Newsreel History of the Third Reich: Vol. 17	1339
A Night at Earl Carroll&#039;s	1340
A Night at the Magic Castle	1341
A Night at the Opera	1405
A Night at the Roxbury	1342
A Night Before Christmas (Vechera na khutore bliz Dikanki)	1343
A Night in Casablanca	1344
A Night in Compton	1406
A Night in Heaven	1407
A Night in the Life of Jimmy Reardon	1345
A Night in the Show (A Night at the Show ) (Charlie at the Show)	1346
A Night of Encores	1408
A Night of Many Years	1409
A Night Out (Champagne Charlie) (Charlie&#039;s Drunken Daze) (His Night Out)	1410
A Night to Dismember	1411
A Night to Remember	1412
A Night with Handel	1413
A Nightingale Sang in Berkeley Square (The Big Scam) (The Mayfair Bank Caper)	1414
A Nightmare Come True (A Dream of Murder)	1347
A Nightmare on Elm Street	1348
A Nightmare on Elm Street 2 - Freddy&#039;s Revenge	1415
A Nightmare on Elm Street 3 - Dream Warriors	1349
A Nightmare on Elm Street 3: Dream Warriors	1350
A Nightmare on Elm Street 4 - The Dream Master	1351
A Nightmare on Elm Street 4: The Dream Master	1352
A Nightmare on Elm Street 5 - The Dream Child	1416
A No Hit, No Run Summer (Un ete sans point ni coup sur)	1417
à nos amours (To Our Loves) (Suzanne)	1353
A Note of Triumph: The Golden Age of Norman Corwin	1418
A Nous La Liberte (Liberty for Us)	1354
A Nymphoid Barbarian in Dinosaur Hell	1419
A nyomozó (The Investigator)	1420
A Opini?o Pública (A Public Opinion)	1421
A Ostra e o Vento (The Oyster and the Wind )	1422
A Outra Margem (The Other Side)	1423
A Pacemaker and a Sidecar (L&#039;Eau chaude, l&#039;eau frette)	1355
A Packing Suburbia	1424
A Pain in the A** (L&#039;Emmerdeur)	1356
A Painted House	1357
A Pair of Boots	1425
A Pál-utcai Fiúk (The Boys of Paul Street)	1358
A Panther in Africa	1426
A Paralyzing Fear	1427
A Passage to India	1359
A Passage to Ottawa	1428
A Passion for Sustainability	1429
A Patch of Blue	1430
A Path to Happiness: His Holiness the Dalai Lama	1360
A Pattern of Roses	1361
A Peep on the Deep	1431
A Perfect Candidate	1362
A Perfect Couple	1432
A Perfect Day	1363
A Perfect Fake	1433
A Perfect Fit	1364
A Perfect Friend (Un Ami Parfait)	1434
A Perfect Getaway	1365
A Perfect Murder	1435
A Perfect Place	1366
A Perfect World	1367
A Perry Mason Mystery: The Case of the Grimacing Governor	1368
A Perry Mason Mystery: The Case of the Jealous Jokester	1369
A Perry Mason Mystery: The Case of the Lethal Lifestyle	1436
A Perry Mason Mystery: The Case of the Wicked Wives	1370
A Personal Journey with Martin Scorsese Through American Movies	1371
A Pessoa é Para o Que Nasce (Born to Be Blind)	1372
A Piece of Eden	1373
A Piece of Sky	1374
A Piece of the Action	1437
à pied, à cheval et en voiture (On Foot, on Horse, and on Wheels)	1438
A Pilot Returns (Un Pilota ritorna)	1439
A Pinky &amp; the Brain Christmas Special	1440
A Place by the Sea	1375
A Place Called Chiapas	1441
A Place Called Home	1376
A Place Called Okavango: Nature&#039;s Nature / End of Life as We Knew It	1377
A Place For Annie	1378
A Place in the Sun	1379
A Place of One&#039;s Own	1442
A Place of Our Own	1443
A Place to Call Home	1444
A Place to Grow	1380
A Plantation Act	1445
A Player to Be Named Later	1446
A Poet on the Lower East Side	1447
A Polish Vampire in Burbank	1448
A Post in White Birch Forest	1381
A Powerful Noise	1382
A Prairie Home Companion	1383
A Praise in the Valley	1384
A Prayer For The Dying	1449
A Prelude to a Kiss	1385
A Previous Engagement	1386
A Price Above Rubies	1450
A Pris?o (Bare Behind Bars)	1387
A Private Affair	1388
A Private Function	1451
A Private Matter	1452
A Private Party	1453
A Private&#039;s Affair	1389
A Prize of Gold	1454
A Problem with Fear	1455
A Program About Unusual Buildings &amp; Other Roadside Stuff	1390
A Promise to Carolyn	1456
A Promise to the Dead: The Exile Journey of Ariel Dorfman	1391
à propos de Nice (Nizza)	1457
A Pug&#039;s Life: A Dogumentary	1512
A Pyromaniac&#039;s Love Story	1513
A Queda (The Fall)	1514
A Queen Is Crowned	1458
A Question of Faith	1515
A Question Of Guilt	1516
A Question Of Honor	1517
A Question of Justice	1518
A Quiet Day	1519
A Quiet Day In Belfast	1459
A Quiet Little Marriage	1520
A Quiet Place in the Country (Un tranquillo posto di campagna)	1521
A Rage in Harlem	1460
A Rage to Live	1461
A Raisin in the Sun	1462
A Real American Hero	1463
A Real Friend (Películas para no dormir: Adivina quién soy)	1522
A Real Job	1523
A Reason to Live, A Reason to Die (Ragione per vivere e una per morire, Una)	1524
A Reel Man	1525
A Reflection of Fear (Autumn Child)	1464
A Regular Frankie Fan: Rocky Horror Lives On	1526
A Relationship in Four Days	1527
A Relaxing Day	1528
A Return to Salem&#039;s Lot	1465
A Revolving Door	1466
A Ring of Endless Light	1529
A Ripple in the Water: Healing Through Art	1467
A River Runs Through It	1468
A Road to Mecca: The Journey of Muhammad Asad	1469
